group	x	y	showSelected1
1	2780	24	30
1	2780	24	1
1	2780	24	2
1	2780	24	21
1	2780	24	6
1	2780	24	12
1	2780	24	14
1	2780	24	17
1	2780	24	18
1	2780	24	27
1	2780	24	34
1	2780	24	13
1	2780	24	33
1	2780	24	9
1	2780	24	8
2	2830	24	12
2	2830	24	25
2	2830	24	28
2	2830	24	14
2	2830	24	6
2	2830	24	11
2	2830	24	13
2	2830	24	19
2	2830	24	22
2	2830	24	39
2	2830	24	33
2	2830	24	23
2	2830	24	5
2	2830	24	9
2	2830	24	38
2	2830	24	36
2	2830	24	10
2	2830	24	20
2	2830	24	32
2	2830	24	8
2	2830	24	37
2	2830	24	16
2	2830	24	29
2	2830	24	15
2	2830	24	26
2	2830	24	7
2	2830	24	4
2	2830	24	35
2	2830	24	24
2	2830	24	3
2	2830	24	31
