group	x	y	clickSelects	showSelected1
27	-5.25	-0.25	30	2800,0
27	-5.25	0.25	30	2800,0
27	-4.75	0.25	30	2800,0
27	-4.75	-0.25	30	2800,0
27	-5.25	-0.25	30	2800,0
1	-4.75	0.25	1	2800,0
1	-4.75	0.75	1	2800,0
1	-3.75	0.75	1	2800,0
1	-2.25	2.25	1	2800,0
1	-1.75	2.25	1	2800,0
1	-1.75	1.75	1	2800,0
1	-3.75	-0.25	1	2800,0
1	-4.25	-0.25	1	2800,0
1	-4.75	0.25	1	2800,0
13	-4.25	0.75	2	2800,0
13	-4.25	1.25	2	2800,0
13	-2.75	2.75	2	2800,0
13	-2.25	2.75	2	2800,0
13	-2.25	2.25	2	2800,0
13	-3.75	0.75	2	2800,0
13	-4.25	0.75	2	2800,0
15	-1.75	3.25	21	2800,0
15	-1.75	3.75	21	2800,0
15	-1.25	3.75	21	2800,0
15	-1.25	3.25	21	2800,0
15	-1.75	3.25	21	2800,0
16	-0.75	2.25	21	2800,0
16	-0.75	2.75	21	2800,0
16	-0.25	2.75	21	2800,0
16	0.25	2.25	21	2800,0
16	0.25	1.75	21	2800,0
16	-0.25	1.75	21	2800,0
16	-0.75	2.25	21	2800,0
40	-1.25	3.75	6	2800,0
40	-1.25	4.25	6	2800,0
40	4.25	9.75	6	2800,0
40	4.75	9.75	6	2800,0
40	4.75	9.25	6	2800,0
40	1.75	6.25	6	2800,0
40	1.75	5.75	6	2800,0
40	2.25	5.75	6	2800,0
40	4.75	8.25	6	2800,0
40	5.25	8.25	6	2800,0
40	5.25	6.75	6	2800,0
40	0.75	2.25	6	2800,0
40	0.25	2.25	6	2800,0
40	-1.25	3.75	6	2800,0
40	-44.75	8.25	6	2850,0
40	-44.75	8.75	6	2850,0
40	-41.25	12.25	6	2850,0
40	-40.75	12.25	6	2850,0
40	-40.25	11.75	6	2850,0
40	-40.25	11.25	6	2850,0
40	-44.25	7.25	6	2850,0
40	-44.75	7.25	6	2850,0
40	-44.75	8.25	6	2850,0
5	4.75	9.75	12	2800,0
5	4.75	10.25	12	2800,0
5	5.25	10.25	12	2800,0
5	5.25	9.75	12	2800,0
5	4.75	9.75	12	2800,0
5	-44.75	10.25	12	2850,0
5	-44.75	10.75	12	2850,0
5	-36.75	18.75	12	2850,0
5	-36.25	18.75	12	2850,0
5	-36.25	17.75	12	2850,0
5	-35.25	16.75	12	2850,0
5	-35.25	16.25	12	2850,0
5	-39.75	11.75	12	2850,0
5	-40.25	11.75	12	2850,0
5	-40.75	12.25	12	2850,0
5	-42.25	12.25	12	2850,0
5	-44.25	10.25	12	2850,0
