x	y	showSelected1
0.778151250383644	0	1
0.602059991327962	0	2
1.11394335230684	0	3
1.47712125471966	0	4
1.17609125905568	0	5
1.74036268949424	1	6
1.55630250076729	0	7
1.25527250510331	1	8
0.903089986991944	1	9
2.20411998265593	0	10
1	0	11
1.69019608002851	1	12
1.41497334797082	1	13
1.11394335230684	1	14
1.25527250510331	0	15
1.7160033436348	0	16
0.845098040014257	0	17
0.477121254719662	0	18
1.30102999566398	0	19
1.8750612633917	0	20
0.477121254719662	0	21
1	0	22
1.07918124604762	0	23
1.30102999566398	0	24
0.602059991327962	0	25
0.845098040014257	0	26
0.477121254719662	0	27
0.698970004336019	0	28
1.30102999566398	0	29
0	0	30
0.698970004336019	0	31
0.602059991327962	0	32
0.778151250383644	1	33
1.11394335230684	0	34
1.50514997831991	0	35
0.954242509439325	0	36
1.77815125038364	0	37
1.44715803134222	0	38
0	0	39
